Date,KTTA_Close,KTTA_Volume,Title,Summary,Sentiment,Date Published
2024-09-25 04:00:00,3.8450000286102295,20800,"Pasithea Therapeutics to Present at the H.C. Wainwright 26th Annual Global Investment Conference - Pasithea Therapeutics  ( NASDAQ:KTTA ) , Pasithea Therapeutics  ( NASDAQ:KTTAW ) ","SOUTH SAN FRANCISCO, Calif. and MIAMI, Aug. 28, 2024 ( GLOBE NEWSWIRE ) -- Pasithea Therapeutics Corp.",0.0,2024-08-28 13:11:01
2024-09-24 04:00:00,3.963000059127808,90600,"Pasithea Therapeutics to Present at the H.C. Wainwright 26th Annual Global Investment Conference - Pasithea Therapeutics  ( NASDAQ:KTTA ) , Pasithea Therapeutics  ( NASDAQ:KTTAW ) ","SOUTH SAN FRANCISCO, Calif. and MIAMI, Aug. 28, 2024 ( GLOBE NEWSWIRE ) -- Pasithea Therapeutics Corp.",0.0,2024-08-28 13:11:01
2024-09-23 04:00:00,4.099999904632568,7800,"Pasithea Therapeutics to Present at the H.C. Wainwright 26th Annual Global Investment Conference - Pasithea Therapeutics  ( NASDAQ:KTTA ) , Pasithea Therapeutics  ( NASDAQ:KTTAW ) ","SOUTH SAN FRANCISCO, Calif. and MIAMI, Aug. 28, 2024 ( GLOBE NEWSWIRE ) -- Pasithea Therapeutics Corp.",0.0,2024-08-28 13:11:01
2024-09-20 04:00:00,4.420000076293945,9400,"Pasithea Therapeutics to Present at the H.C. Wainwright 26th Annual Global Investment Conference - Pasithea Therapeutics  ( NASDAQ:KTTA ) , Pasithea Therapeutics  ( NASDAQ:KTTAW ) ","SOUTH SAN FRANCISCO, Calif. and MIAMI, Aug. 28, 2024 ( GLOBE NEWSWIRE ) -- Pasithea Therapeutics Corp.",0.0,2024-08-28 13:11:01
2024-09-19 04:00:00,4.800000190734863,66400,"Pasithea Therapeutics to Present at the H.C. Wainwright 26th Annual Global Investment Conference - Pasithea Therapeutics  ( NASDAQ:KTTA ) , Pasithea Therapeutics  ( NASDAQ:KTTAW ) ","SOUTH SAN FRANCISCO, Calif. and MIAMI, Aug. 28, 2024 ( GLOBE NEWSWIRE ) -- Pasithea Therapeutics Corp.",0.0,2024-08-28 13:11:01
2024-09-18 04:00:00,5.800000190734863,100500,"Pasithea Therapeutics to Present at the H.C. Wainwright 26th Annual Global Investment Conference - Pasithea Therapeutics  ( NASDAQ:KTTA ) , Pasithea Therapeutics  ( NASDAQ:KTTAW ) ","SOUTH SAN FRANCISCO, Calif. and MIAMI, Aug. 28, 2024 ( GLOBE NEWSWIRE ) -- Pasithea Therapeutics Corp.",0.0,2024-08-28 13:11:01
2024-09-17 04:00:00,4.610000133514404,22600,"Pasithea Therapeutics to Present at the H.C. Wainwright 26th Annual Global Investment Conference - Pasithea Therapeutics  ( NASDAQ:KTTA ) , Pasithea Therapeutics  ( NASDAQ:KTTAW ) ","SOUTH SAN FRANCISCO, Calif. and MIAMI, Aug. 28, 2024 ( GLOBE NEWSWIRE ) -- Pasithea Therapeutics Corp.",0.0,2024-08-28 13:11:01
2024-09-16 04:00:00,3.920000076293945,2100,"Pasithea Therapeutics to Present at the H.C. Wainwright 26th Annual Global Investment Conference - Pasithea Therapeutics  ( NASDAQ:KTTA ) , Pasithea Therapeutics  ( NASDAQ:KTTAW ) ","SOUTH SAN FRANCISCO, Calif. and MIAMI, Aug. 28, 2024 ( GLOBE NEWSWIRE ) -- Pasithea Therapeutics Corp.",0.0,2024-08-28 13:11:01
2024-09-13 04:00:00,3.869999885559082,3600,"Pasithea Therapeutics to Present at the H.C. Wainwright 26th Annual Global Investment Conference - Pasithea Therapeutics  ( NASDAQ:KTTA ) , Pasithea Therapeutics  ( NASDAQ:KTTAW ) ","SOUTH SAN FRANCISCO, Calif. and MIAMI, Aug. 28, 2024 ( GLOBE NEWSWIRE ) -- Pasithea Therapeutics Corp.",0.0,2024-08-28 13:11:01
2024-09-12 04:00:00,3.944999933242798,11100,"Pasithea Therapeutics to Present at the H.C. Wainwright 26th Annual Global Investment Conference - Pasithea Therapeutics  ( NASDAQ:KTTA ) , Pasithea Therapeutics  ( NASDAQ:KTTAW ) ","SOUTH SAN FRANCISCO, Calif. and MIAMI, Aug. 28, 2024 ( GLOBE NEWSWIRE ) -- Pasithea Therapeutics Corp.",0.0,2024-08-28 13:11:01
2024-09-11 04:00:00,3.859999895095825,2000,"Pasithea Therapeutics to Present at the H.C. Wainwright 26th Annual Global Investment Conference - Pasithea Therapeutics  ( NASDAQ:KTTA ) , Pasithea Therapeutics  ( NASDAQ:KTTAW ) ","SOUTH SAN FRANCISCO, Calif. and MIAMI, Aug. 28, 2024 ( GLOBE NEWSWIRE ) -- Pasithea Therapeutics Corp.",0.0,2024-08-28 13:11:01
2024-09-10 04:00:00,3.890000104904175,17900,"Pasithea Therapeutics to Present at the H.C. Wainwright 26th Annual Global Investment Conference - Pasithea Therapeutics  ( NASDAQ:KTTA ) , Pasithea Therapeutics  ( NASDAQ:KTTAW ) ","SOUTH SAN FRANCISCO, Calif. and MIAMI, Aug. 28, 2024 ( GLOBE NEWSWIRE ) -- Pasithea Therapeutics Corp.",0.0,2024-08-28 13:11:01
2024-09-09 04:00:00,4.25,16600,"Pasithea Therapeutics to Present at the H.C. Wainwright 26th Annual Global Investment Conference - Pasithea Therapeutics  ( NASDAQ:KTTA ) , Pasithea Therapeutics  ( NASDAQ:KTTAW ) ","SOUTH SAN FRANCISCO, Calif. and MIAMI, Aug. 28, 2024 ( GLOBE NEWSWIRE ) -- Pasithea Therapeutics Corp.",0.0,2024-08-28 13:11:01
2024-09-06 04:00:00,4.190000057220459,6300,"Pasithea Therapeutics to Present at the H.C. Wainwright 26th Annual Global Investment Conference - Pasithea Therapeutics  ( NASDAQ:KTTA ) , Pasithea Therapeutics  ( NASDAQ:KTTAW ) ","SOUTH SAN FRANCISCO, Calif. and MIAMI, Aug. 28, 2024 ( GLOBE NEWSWIRE ) -- Pasithea Therapeutics Corp.",0.0,2024-08-28 13:11:01
2024-09-05 04:00:00,4.28000020980835,37700,"Pasithea Therapeutics to Present at the H.C. Wainwright 26th Annual Global Investment Conference - Pasithea Therapeutics  ( NASDAQ:KTTA ) , Pasithea Therapeutics  ( NASDAQ:KTTAW ) ","SOUTH SAN FRANCISCO, Calif. and MIAMI, Aug. 28, 2024 ( GLOBE NEWSWIRE ) -- Pasithea Therapeutics Corp.",0.0,2024-08-28 13:11:01
2024-09-04 04:00:00,4.440000057220459,36600,"Pasithea Therapeutics to Present at the H.C. Wainwright 26th Annual Global Investment Conference - Pasithea Therapeutics  ( NASDAQ:KTTA ) , Pasithea Therapeutics  ( NASDAQ:KTTAW ) ","SOUTH SAN FRANCISCO, Calif. and MIAMI, Aug. 28, 2024 ( GLOBE NEWSWIRE ) -- Pasithea Therapeutics Corp.",0.0,2024-08-28 13:11:01
2024-09-03 04:00:00,4.849999904632568,8600,"Pasithea Therapeutics to Present at the H.C. Wainwright 26th Annual Global Investment Conference - Pasithea Therapeutics  ( NASDAQ:KTTA ) , Pasithea Therapeutics  ( NASDAQ:KTTAW ) ","SOUTH SAN FRANCISCO, Calif. and MIAMI, Aug. 28, 2024 ( GLOBE NEWSWIRE ) -- Pasithea Therapeutics Corp.",0.0,2024-08-28 13:11:01
2024-08-30 04:00:00,4.551000118255615,1500,"Pasithea Therapeutics to Present at the H.C. Wainwright 26th Annual Global Investment Conference - Pasithea Therapeutics  ( NASDAQ:KTTA ) , Pasithea Therapeutics  ( NASDAQ:KTTAW ) ","SOUTH SAN FRANCISCO, Calif. and MIAMI, Aug. 28, 2024 ( GLOBE NEWSWIRE ) -- Pasithea Therapeutics Corp.",0.0,2024-08-28 13:11:01
2024-08-29 04:00:00,4.710000038146973,2100,"Pasithea Therapeutics to Present at the H.C. Wainwright 26th Annual Global Investment Conference - Pasithea Therapeutics  ( NASDAQ:KTTA ) , Pasithea Therapeutics  ( NASDAQ:KTTAW ) ","SOUTH SAN FRANCISCO, Calif. and MIAMI, Aug. 28, 2024 ( GLOBE NEWSWIRE ) -- Pasithea Therapeutics Corp.",0.0,2024-08-28 13:11:01
2024-08-28 04:00:00,4.559999942779541,3400,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.0071428571428571435,2024-04-24 11:59:00
2024-08-27 04:00:00,4.610000133514404,400,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.014285714285714287,2024-04-24 11:59:00
2024-08-26 04:00:00,4.599999904632568,2800,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.021428571428571432,2024-04-24 11:59:00
2024-08-23 04:00:00,4.650000095367432,76700,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.028571428571428574,2024-04-24 11:59:00
2024-08-22 04:00:00,4.702000141143799,21600,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.03571428571428571,2024-04-24 11:59:00
2024-08-21 04:00:00,4.78000020980835,2200,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.042857142857142864,2024-04-24 11:59:00
2024-08-20 04:00:00,4.602000236511231,1900,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-08-19 04:00:00,4.6570000648498535,14500,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-08-16 04:00:00,4.64900016784668,5200,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-08-15 04:00:00,4.590000152587891,2600,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-08-14 04:00:00,4.619999885559082,27400,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-08-13 04:00:00,4.849999904632568,1700,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-08-12 04:00:00,4.800000190734863,3900,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-08-09 04:00:00,4.849999904632568,10000,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-08-08 04:00:00,4.849999904632568,107000,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-08-07 04:00:00,4.75,69100,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-08-06 04:00:00,5.039999961853027,61400,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-08-05 04:00:00,6.25,107000,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-08-02 04:00:00,5.0,15100,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-08-01 04:00:00,5.010000228881836,20600,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-31 04:00:00,5.25,10700,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-30 04:00:00,5.130000114440918,3700,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-29 04:00:00,5.199999809265137,2100,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-26 04:00:00,5.050000190734863,2800,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-25 04:00:00,4.659999847412109,9900,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-24 04:00:00,5.190000057220459,3300,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-23 04:00:00,5.789999961853027,2300,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-22 04:00:00,5.800000190734863,4600,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-19 04:00:00,5.849999904632568,3800,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-18 04:00:00,5.989999771118164,1200,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-17 04:00:00,6.019999980926514,1300,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-16 04:00:00,5.925000190734863,4200,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-15 04:00:00,6.059999942779541,20200,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-12 04:00:00,5.599999904632568,3400,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-11 04:00:00,5.25,10100,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-10 04:00:00,5.21999979019165,3200,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-09 04:00:00,5.568999767303467,3100,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-08 04:00:00,5.150000095367432,3700,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-05 04:00:00,5.074999809265137,2600,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-03 04:00:00,5.179999828338623,900,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
2024-07-02 04:00:00,5.15500020980835,2500,"Pasithea Therapeutics Announces the First Cohort has Completed the Initial Dosing in its Phase 1 Trial Evaluating PAS-004 in RAS, NF1 and RAF Mutated Cancers","Pasithea Tx (Nasdaq: KTTA) Phase 1 trial on PAS-004 for RAS, NF1, and RAF mutated cancers completes initial dosing, with safety data expected in 2H 2024.",-0.05,2024-04-24 11:59:00
